0.000000000000000000e+00,-1.586900000000000261e+02,9.166500000000000625e+01,-1.522500000000000142e+01,-6.540860664000000213e+01,8.941202856000001020e+01,9.727752960000001892e+00,3.850000000000000089e-01,1.680000000000000160e+00,-1.505000000000000115e+00,-3.877696800000000610e-01,-1.867039200000000232e-01,1.020648096000000038e+01
1.757812500000000000e+00,5.358500000000000796e+01,1.857100000000000080e+02,-4.130350000000000250e+02,-3.840834744000000711e+01,8.297792424000000722e+01,-1.924965288000000285e+01,4.200000000000000400e-01,1.155000000000000027e+00,-1.855000000000000204e+00,-4.069188000000000249e-01,-1.962784800000000329e-01,1.012988448000000119e+01
4.746093750000000000e+00,-3.769500000000000028e+01,1.474900000000000091e+02,-1.484700000000000273e+02,-2.579386464000000245e+01,3.767589360000000198e+01,-2.805824808000000203e+01,6.650000000000000355e-01,1.330000000000000071e+00,-1.645000000000000240e+00,-4.117060800000000298e-01,-2.872368000000000143e-02,1.022084280000000156e+01
7.207031250000000000e+00,8.043000000000000682e+01,1.345400000000000205e+02,-3.225950000000000273e+02,-3.088274328000000324e+01,-1.966135896000000116e+01,-3.175881552000000241e+01,2.100000000000000200e-01,8.750000000000001110e-01,-1.715000000000000080e+00,-3.973442400000000707e-01,-7.180920000000000358e-02,1.038839760000000112e+01
9.140625000000000000e+00,5.152000000000000313e+01,1.555400000000000205e+02,-3.224550000000000409e+02,-1.594642968000000138e+01,-4.507224120000000767e+01,-2.976730704000000216e+01,5.250000000000000222e-01,7.000000000000000666e-01,-1.400000000000000133e+00,-3.398968800000000123e-01,8.138376000000001331e-02,1.011552264000000179e+01
1.028320312500000000e+01,-2.233000000000000185e+01,1.201200000000000045e+02,-8.015000000000000568e+01,6.424529760000000422e+00,-1.983848832000000328e+01,-4.058177256000000455e+01,3.500000000000000333e-01,9.450000000000000622e-01,-1.645000000000000240e+00,-4.404297600000000590e-01,1.244692800000000155e-01,1.001977704000000102e+01
1.186523437500000000e+01,5.211500000000000199e+01,1.351000000000000227e+02,-3.451000000000000227e+02,2.385501624000000120e+01,2.282096376000000149e+01,-5.401966752000000582e+01,1.435000000000000053e+00,1.400000000000000133e-01,-1.680000000000000160e+00,-2.010657600000000100e-01,2.585131200000000407e-01,1.011552264000000179e+01
1.415039062500000000e+01,-6.755000000000001137e+01,7.318500000000000227e+01,2.184000000000000341e+01,3.584236536000000228e+01,5.354572680000000418e+01,-4.752811584000000522e+01,7.350000000000000977e-01,3.150000000000000577e-01,-1.540000000000000036e+00,-2.202148800000000295e-01,3.542587200000000269e-01,1.003892616000000082e+01
1.792968750000000000e+01,1.086050000000000040e+02,4.063500000000000512e+01,-2.317700000000000102e+02,1.565057577600000229e+02,5.997504384000000499e+01,3.608651664000000636e+01,1.435000000000000053e+00,4.900000000000000466e-01,-1.750000000000000222e+00,-2.250021600000000344e-01,5.218135200000000307e-01,1.006764984000000140e+01
2.188476562500000000e+01,-8.309000000000000341e+01,1.046500000000000057e+02,-1.493800000000000239e+02,1.807198200000000199e+01,6.360858936000001052e+01,-1.046834517600000112e+02,6.650000000000000355e-01,8.050000000000000488e-01,-1.715000000000000080e+00,-1.388311200000000023e-01,4.547916000000000736e-01,1.001977704000000102e+01
2.917968750000000000e+01,2.955400000000000205e+02,-1.464050000000000011e+02,-1.883000000000000185e+01,2.722526136000000463e+01,-6.607882584000000747e+01,-1.296874152000000180e+01,9.800000000000000933e-01,3.850000000000000089e-01,-2.275000000000000355e+00,-9.574560000000001056e-03,6.031972800000000579e-01,1.010116080000000061e+01
